#,AACB Web Link,Name,Logo,Format,# of Student,ProgramDeliveryOptions,Website,MainCampus,Country,State,Education,Accreditation,Programs-Undergraduate,Programs-Graduate,Programs-Doctoral,ProgramFormats,VisionMission,Description
401,https://www.aacsb.edu/members/non-accredited-educational/n/nhh-norwegian-school-of-economics,NHH Norwegian School of Economics,,Public,"3,668",,http://www.nhh.no/,"NHH Norwegian School of Economics
Helleveien 30
Bergen , Norway
N-5405 , Norway", Norway,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
402,https://www.aacsb.edu/accredited/n/nida-business-school-national-institute-of-development-administration,"NIDA Business School, National Institute of Development Administration",https://my.aacsb.edu/Portals/0/assets/images/contact/NIDA%20Business%20School.png,Public,,,http://mba.nida.ac.th/,"NIDA Business School, National Institute of Development Administration
118 Seri Thai Road
Bangkapi
Bangkok , Thailand
10240 , Thailand", Thailand,,"Master's,
 Doctoral",Business,,,,,We create purposeful outcomes to our society by nurturing leaders and advancing knowledge,NIDA Business School was established in 1966 and was the first school in Thailand to offer the Master of Business Administration (MBA) program. It is one of a total of twelve established graduate only semi-government funded public schools at the National Institute of Development Administration (NIDA). All of the schools are dedicated to providing only graduate level programs.
403,https://www.aacsb.edu/accredited/n/nagoya-university-of-commerce-and-business,Nagoya University of Commerce and Business,https://my.aacsb.edu/Portals/0/assets/images/contact/Nagoya%20University%20of%20Commerce%20and%20Business.png,Private,"2,989",Fully Face-to-Face,http://www.nucba.ac.jp/,"Nagoya University of Commerce and Business
4-4 Sagamine, Komenoki-cho
Nisshin City , Japan
470-0193 , Japan", Japan,,"Undergraduate,
 Master's",Business,"Accounting and Finance,
Economics,
Information Science,
Management,
Marketing,
none","Accounting,
Innovation and Entrepreneurship,
Management,
none,
Taxation",,"1 Year
Evenings and Weekends
Full-Time",Our mission is to educate innovative and ethical leaders who possess a ʻFrontier Spiritʼ and to create knowledge that advances business and society. Our students will have the ability to bridge the gap between New Asia and the rest of the world.,"The mission of NUCB and NUCB Business School (Graduate School of Management), guided by a 'Frontier Spirit', is to develop leaders and entrepreneurs with a global perspective, advanced management skills, and high ethical standards that will equip them to succeed in bridging the gap between New Asia and the rest of the world. In order to achieve this mission, we have been active in achieving top international accreditations and as such are the only school in Japan to hold both AACSB and AMBA accreditations. The programs at the NUCB Business School have been ranked among the top in Asia by FT EMBA rankings, where the school ranked 18th in Asia Pacific and 1st in Japan. NUCB and the NUCB Business School are uniquely located in a major business region including Greater Nagoya, Tokyo, and Osaka, with a combined total population of sixty-five million. Our ties with the business communities in these locations have a direct and highly positive impact on the education that we offer our students. It also provides the university with unrivaled access to students in each of these three locations."
404,https://www.aacsb.edu/accredited/n/nanjing-university,Nanjing University,https://my.aacsb.edu/Portals/0/assets/images/contact/Nanjing%20University.png,Public,"4,656",Fully Face-to-Face,http://nubs.nju.edu.cn/,"Nanjing University
School of Economics and Management-MBA Office
No. 22 HanKou Road, Guolou District
Nanjing , China (Mainland)
210093 , China (Mainland)", China (Mainland),,"Undergraduate,
 Master's,
 Doctoral",Business,"Economics,
Management","Accounting,
Auditing,
Economics,
Finance,
international Business,
Management","Economics,
Management","Evenings and Weekends
Full-Time
Part-Time","Creating New Business Knowledge, Developing Students Talents, and Contributing to the Future Society.","Nanjing University Business School offers a large variety of education programs, bringing up numerous students with  bachelor's, master's, and doctoral degrees with strong academic competence. In addition to the academic degrees, the well-  developed professional degree programs enable our graduates to apply theories with practice. Senior management training  programs have provided students with fast tracks to promote advanced business ideas and knowledge. NJUBS has a  diverse student body coming from different parts of the country or even the world. Such a variety has brought us diversified  knowledge, concepts, and ideas. They have made great contributions to economic and social development upon graduation.  Internationalization is one of NJUBS's strategic goals and the missions set upon us by the era. We will actively engage in  international cooperation in fields of faculty development, students cultivation, curricular-setting, scientific research and  teaching. In other words, we will not only bring in, but also go out. In the journey of building Nanjing University into a world-  class university, NJUBS will hold onto the university motto of Sincerity with Aspiration, Perseverance and Integrity, as well  as its mission, and endeavor to build NJUBS into one of the top business schools home and abroad with joint efforts."
405,https://www.aacsb.edu/accredited/n/nankai-university,Nankai University,https://my.aacsb.edu/Portals/0/assets/images/contact/Nankai%20University.png,Public,"27,621",,http://www.nankai.edu.cn/english/,"Nankai University
Business School
94 Weijin Road
Nankai District , China (Mainland)
300071 , China (Mainland)", China (Mainland),,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,
406,https://www.aacsb.edu/accredited/n/nanyang-technological-university,Nanyang Technological University,https://my.aacsb.edu/Portals/0/assets/images/contact/Nanyang-Technological-University.jpg,Public,"33,833","Blended/Hybrid
Fully Face-to-Face",http://www.ntu.edu.sg/,"Nanyang Technological University
Nanyang Business School
50 Nanyang Avenue
South Spine, Block S3 Level 01B Room 65
Singapore
639798 , Singapore", Singapore,,"Undergraduate,
 Master's,
 Doctoral",Business & Accounting,"Accountancy & Business,
Accounting,
Accounting and Business,
Accounting and Data Science & Artificial Intelligence,
Banking & Finance,
Banking & Finance - International Trading Programme,
Business Analytics,
Business Analytics & Computer Engineering,
Business Analytics & Computer Science,
Human Resource Consulting,
Marketing,
N/A,
Risk Analytics,
Taxation,
Various Specializations","Accounting,
Banking & Finance,
Business Analytics,
Finance,
Finance, Mathematics, Statistics & Programming,
General Business,
General Management,
Human Capital Management,
International Trading,
Management,
Marketing,
Marketing Management,
Strategy,
Strategy & Innovation,
Wealth Management","Accounting,
Finance,
Information System,
Leadership, Management & Organisation,
Marketing,
Operations Management,
Strategy, International Business and Entrepreneurship","1 Year
Evenings and Weekends
Full-Time
Off Campus
Partnership
Part-Time","As a premier business school within a leading technological university, we draw on the best of East and West to inspire innovation, leadership and transformation through cutting edge research, sustainable innovation, and holistic education.","Consistently counted among the world’s top-tier business schools, we are one of the most established and comprehensive providers of business and management education in the Asia-Pacific. For many years, we have nurtured leaders from around the world, employing innovative pedagogy that melds rigorous academic theory with real-world business practice. Being fully integrated into Nanyang Technological University, we are able to draw on the strengths of one of Asia’s most comprehensive research-intensive universities to provide enriching opportunities for interdisciplinary study. This holistic approach extends across our wide array of undergraduate and graduate programmes – as well as non-degree executive courses – ensuring that our graduates thrive and succeed in today’s increasingly dynamic and interconnected world.  Our academic excellence and industry relevance is well recognised globally by independent publications and organisations. Our MBA programme is ranked regularly as one of Asia’s best and we are accredited by the European Quality Improvement System (EQUIS) and the Association to Advance Collegiate Schools of Business (AACSB) – the world’s most widely recognised quality assurance standards for accounting and business education. Our research has also received outstanding ratings in various academic surveys, with several of our faculty recognised as global leaders in fields such as accounting, finance, and culture intelligence.  ​"
407,https://www.aacsb.edu/accredited/n/national-central-university,National Central University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Central%20University.png,Public,"11,938",,http://www.mgt.ncu.edu.tw/,"National Central University
School of Management
No. 300 Jhongda Road
Zhongli District
Taoyuan City , Taiwan
32001 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,,"The School of Management at National Central University, founded on August 1, 1985. The College consists of the Department of Business Administration, Department of Information Management, Department of Finance, Department of Economics, Graduate Institute of Industrial Economics, Graduate Institute of Human Resource Management, Graduate Institute of Industrial Management, Graduate Institute of Accounting, Executive MBA Program (EMBA), Enterprise Resource Planning Center, and Computer Center of School of Management. The SOM is dedicated to academic research and developing management education that is both adapted to local culture and globally connected.  Department of Business Administration places particular emphasis on course instruction in English and in establishing a quality learning environment for studying Enterprise Resource Planning (ERP) in response to the trends of internationalization, the digitalization of business administration and corporate sustainability. Department of Information Management’s objective is to bring the students to the forefront of knowledge in management information systems (MIS), and to advance research in theories, methodologies, and practices of information systems with the educational mindset of scientific professionalism and humanistic values. Department of Economics designed its curriculum to focus on theoretical cultivation, and in recent years, has been further modified to be more diversified and flexible in accordance with students’ employment trends and practical demands in the job market. Department of Finance established the Executive MBA program in 2001 emphasizing the complementary use of in-service education and traditional teaching methods."
408,https://www.aacsb.edu/accredited/n/national-cheng-kung-university,National Cheng Kung University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Cheng%20Kung%20University.png,Public,"22,435",Fully Face-to-Face,http://www.ncku.edu.tw/,"National Cheng Kung University
College of Management
1st University Road
Tainan City , Taiwan
00701 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Accounting,
General Business,
Operations Research, Transport/Logistics, E-Bus-incl E-commerce,
Statistics,
Supply Chain/Transport/Logistics","Accounting,
Finance,
International Business,
International Management,
Management,
Object-oriented System Analysis, Network Computer, Artificial Intelligence,
Operations Research, Quantitative Methods, Supply Chain/Transport/Logistics, E-Bus-incl E-commerce,
Statistics,
Strategic Management,
Supply Chain/Transport/Logistics,
Telecommunications Management","Accounting,
Business Research,
Finance,
International Business Research,
International Management,
Object-oriented System Analysis and Design, Network Computer, Artificial Intelligence,
Operations Research, Quantitative Methods, Supply Chain/Transport/Logistics,
Statistics Research,
Supply Chain/Transport/Logistics","Evenings and Weekends
Full-Time
Part-Time",Serve business and society in the global economy through developing professionally qualified and socially responsible business leaders as well as through advancing the frontiers of knowledge in business management.,"National Cheng Kung University (NCKU) was founded in 1931 as Tainan Technical College and was successfully elevated to university level in 1956. Currently, NCKU is composed of 9 colleges, of which the College of Management was officially founded in 1956. Under the supervision of the College of Management, there are 5 departments and 12 institutes. Since its establishment, the College has cultivated more than 20,000 high-quality and socially responsible professionals and outstanding business leaders. Our alumni consistently devote themselves to society and serve in many leadership positions of various industries, such as ministers and city mayors in governmental institutions, and directors general and general managers in private sectors. Our alumni invest greatly in Academia as well. Many doctoral graduates serve in national/international higher education institutions, such as Deakin University in Australia and Monash University in Australia, etc. According to the survey done by Global Views and Cheers, which are two popular magazines in Taiwan, our graduates have achieved outstanding performance in workplace and have been considered as the most favorite employees for many years. In 2019, the College has 109 full-time faculty members and approximately 2,800 students enrolled. The College has also partnered and collaborated with more than 25 international universities, launching exchange programs and dual-degree programs to enhance students' global mobility and to broaden their global vision. We will continue to provide exceptional learning environment and experiences for our students. We will also continue to pursue our vision of becoming a leading business school in the Asia Pacific region."
409,https://www.aacsb.edu/accredited/n/national-chengchi-university,National Chengchi University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Chengchi%20University.png,Public,"16,110",Fully Face-to-Face,http://www.commerce.nccu.edu.tw/,"National Chengchi University
Commerce Building, #64 Zhinan Road, Section 2
Wenshan District
Taipei City , Taiwan
00116 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business & Accounting,"Business Administration,
Finance,
Financial Accounting, Cost and Management Accounting, Auditing, AIS, IT related cores,
International Business,
MIS,
Money and Banking,
Risk Management and Insurance,
Statistics","Accounting, Finance, Business Management or Global Management,
Accounting, Taxation,
Finance,
General Business Management,
International Business,
International Business Management,
MIS,
Money and Banking,
Risk Management and Insurance,
Statistics,
Technology , Innovation & Intellectual Property Management","Accounting,
Business Administration,
Finance,
International Business,
MIS,
Money and Banking,
Risk Management and Insurance,
Statistics,
Technology , Innovation & Intellectual Property Management,
Technology and Innovation Management","1 Year
Evenings and Weekends
Full-Time
Part-Time","The College of Commerce at National Chengchi University serves the needs of our stakeholders by offering a learning environment characterized by diversified curricula blending oriental and western intellectual traditions. We cultivate an assorted student body aimed at training future business leaders with global perspectives, innovation skills, professional specializations, and an appreciation of humanity. We create unique local knowledge, which contributes to the international academic community. We provide top quality business expertise services to industry and government.","Since its establishment in 1958, the College of Commerce at National Chengchi University has always been the center of business education in Taiwan. To date College of Commerce at National Chengchi University offers 8 departments, 1 graduate institute, 3 MBA programs, 16 research centers, and 3 specialized program offices. Additionally, College of Commerce at National Chengchi University offers over 148 full-time faculty members, approximately 4,046 current students and 32,892 graduates. College of Commerce at National Chengchi University aims to educate leaders in the field of academic research and business administration, stressing theoretical knowledge as well as hands-on practical experience. College of Commerce at National Chengchi University is dedicated to building a learning environment that merges wisdom and traditions from both Eastern and Western cultures. Multidimensional innovations have been developed over the years in teaching, research, and service in order to mold students from various backgrounds into future leaders. College of Commerce at National Chengchi University equips students with an international perspective, innovational drive, technological knowledge, and a spirit of humanitarianism. College of Commerce at National Chengchi University strives to be the best business school in Asia and expects utilizing the acquisition, creation, and flow of knowledge in the hope of serving the Taiwanese people and the greater international community."
410,https://www.aacsb.edu/accredited/n/national-chung-cheng-university,National Chung Cheng University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Cheng%20Kung.png,Public,"11,212","Fully Face-to-Face
Primarily Online",http://www.colmgt.ccu.edu.tw/colmgt/,"National Chung Cheng University
College of Management
168 University Road, Ming-Hsiung
Chiayi County , Taiwan
62102 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Accounting,
Banking and Finance,
Business Administration,
Economics,
Information Management","Accounting,
Banking and Finance,
Business Administration,
Economics,
Healthcare Information Management,
Information Management,
Marketing","Accounting,
Banking and Finance,
Business Administration,
Economics,
Information Management","Evenings and Weekends
Full-Time
Part-Time","Our mission is to build and share knowledge of management theory and practice in a new economic era, to enrich students with integrity and creativity, and to make significant impacts on all learners, the community, local business and the nation.","National Chung Cheng University (CCU) is the first public university founded after Taiwan’s economic boom in the 1980s after the Executive Yuan passed the plan to build the university in 1986 in honor of the late president Chiang Kai-Shek and to develop higher education in the Yun-lin, Chia-yi, and Tainan areas. It was officially founded on July 1, 1989. In the early stage of the university, five colleges were set up: College of Humanities, College of Sciences, College of Social Sciences, College of Engineering, and College of Management. College of Law and College of Education were founded in 1998 and 1999, respectively, during his tenure. Altogether, the University currently consists of seven colleges offering 29 undergraduate programs, 44 master programs, 29 Ph.D. programs, and 17 in-service graduate programs. The university has more than 960 faculty/staff members and approximately 12,000 students. The College of Management (hereafter referred to as the COM) is situated in a modern six-storied H-shaped building complex, whose floor space is over nineteen thousand square meters. During the establishment period, the COM consisted of only three graduate institutes, namely the Graduate Institute of International Economics, the Graduate Institute of Finance, and the Graduate Institute of Business Administration. Two additional graduate institutes, the Graduate Institute of Accounting and the Graduate Institute of Information Management were established further in 1993 and 1994, respectively. Nowadays there are five departments within the COM, including the Department of Economics, the Department of Finance, the Department of Business Administration, the Department of Accounting, and the Department of Information Management, have been founded as for undergraduate programs. The distinguished professors and experienced scholars are the most precious treasure of each department. All departments have clear, comprehensive academic programs, including BA/BBA programs, MS/MA programs, MBA/EMBA programs, and Ph.D. programs."
411,https://www.aacsb.edu/accredited/n/national-chung-hsing-university,National Chung-Hsing University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Chung-Hsing.png,Public,,,http://www.nchu.edu.tw/,"National Chung-Hsing University
College of Management
250 Kuo Kuang Road
Taichung City , Taiwan
40227 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,"NCHU College of Management creates and distributes knowledge, provides high quality, student-centered academic programs, and promotes interdisciplinary research and industry collaboration throughout Central Taiwan.  TEACHING QUALITY: The student-focused culture of COM has resulted in the diversity of programs and courses that help students to be successful in their future career.   ACADEMIC INNOVATION: To support the mission of NCHU and the policy of MOE, faculty aims at interdisciplinary research.  ACADEMIA-INDUSTRIAL COLLABORATION: The connections with the industry have resulted in the Cornerstone Center, a collaborative unit of COM and a regional business association, and alumni of our EMBA program that is the assets of our NCHU community.   KNOWLEDGE-SHARING: We view our role as a knowledge provider for the university stakeholders.","National Chung Hsing University is a distinctive research university, with a long history and fine traditions. It is the only top-university in central Taiwan. The key educational goals of the University are to cultivate young talent to have humanities accomplishment and scientific literacy, the ability to communicate and innovate effectively, a global vision and a genuine concern for society."
412,https://www.aacsb.edu/accredited/n/national-kaohsiung-university-of-science-and-technology-first-campus,National Kaohsiung University of Science and Technology-First Campus,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Kaohsiung%20University%20of%20Science%20and%20Technology.png,Public,"28,277",Fully Face-to-Face,http://www.nkust.edu.tw/,"National Kaohsiung University of Science and Technology-First Campus
College of Management
1, University Road, Yanchao
Kaohsiung City , Taiwan
00824 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Finance,
Information Management,
logistics management,
Marketing,
Money and Banking,
Risk management","business management,
chain store & franchise management,
E-commerce,
EMBA,
Entrepreneurship,
Finance,
Information Management,
International Business,
logistics management,
Marketing,
Money and Banking,
Risk management","International Business,
Management","Evenings and Weekends
Full-Time
Off Campus
Part-Time","By providing a high-quality learning, research and entrepreneurial environment for the engagement with students, faculty, partners, and stakeholders, we cultivate in students management expertise by integrating academic theories and industrial needs with practical prospects and innovation spirit.","College of Management (COM) and College of Finance and Banking (COFB) at NKUST-First Campus were originally established in 1998 at the time when former parent institution was renamed as National Kaohsiung First University of Science and Technology (NKFUST). Starting from 2012, NKFUST became a member of AACSB to pursue the prestigious honor of AACSB accreditation. However, in 2018, a top-down merger policy from the government combined three major universities in Kaohsiung to become the current NKUST, the largest technological university in Taiwan comprised of 5 campuses with 28,010 students. Through a rigorous process of 6 and half years, COM and COFB at NKUST-First Campus proudly got AACSB unit accreditation in 2019.  Currently COM consists of Department of Information Management, Department of Marketing and Distribution Management, Department of Logistics Management, Department of Risk Management and Insurance, Department of Business Administration, and Department of International Business. Each department has undergraduate program and master program whereas the Department of International Business has its own doctoral program. In addition, there are still 3 master programs at the college level, which are IMBA, EMBA, and MS program in Entrepreneurship Management. IMBA is taught in English and EMBA is designed for students from management level. COM also has a doctoral program at the college level.  COFB consists of Department of Finance and Department of Money and Banking with a doctoral program at the college level. Starting from August 2021, COFB will merge with COM and become one big college comprised of 8 departments, 3 independent master programs, and 2 doctoral programs."
413,https://www.aacsb.edu/accredited/n/national-pingtung-university-of-science-and-technology,National Pingtung University of Science and Technology,,Public,"1,495",,http://management.npust.edu.tw/,"National Pingtung University of Science and Technology
College of Management
No.1, Shuefu Road, Neipu,
Pingtung County , Taiwan
00912 , Taiwan", Taiwan,,"Undergraduate,
 Master's",Business,,,,,,
414,https://www.aacsb.edu/accredited/n/national-sun-yat-sen-university,National Sun Yat-sen University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Sun%20Yat-sen%20University.png,Public,"10,103","Blended/Hybrid
Fully Face-to-Face",http://www.cm.nsysu.edu.tw/bin/home.php?Lang=en,"National Sun Yat-sen University
College of Management
70 Lien-Hai Road
Kaohsiung City , Taiwan
00804 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"business management,
Finance,
information management","Asia-pacific human resource management,
business management,
Cross-strait Management,
Finance,
Global human resource management,
Healthcare management,
Human resource management,
information management,
International business,
Marketing communication,
public affairs management","Finance,
Healthcare management,
Human resource management,
information management,
management,
Management,
public affairs management","Full-Time
Part-Time","Vision: Become one of Asia’s leading management colleges exemplified by outstanding research, learning, innovation, and practical collegiate social responsibility and engagement.  Mission: The mission of the College of Management is to cultivate academic research, develop top managerial talents with global perspectives, and promote sustainable social responsibility in collaboration with academic, business, and societal stakeholders.","The College of Management is an AACSB accredited research-oriented institution and is the first national university in Taiwan to receive such an accreditation. It attracts many outstanding scholars, overseas, and domestic alike, to workin the College's research and teaching environment."
415,https://www.aacsb.edu/accredited/n/national-taipei-university,National Taipei University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Taipei%20University.png,Public,"9,954",,http://www.ntpu.edu.tw/english,"National Taipei University
College of Business
151 Daxue Road, Sanxia
3F, Room 3F08
New Taipei City , Taiwan
00237 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,"Commit to teaching, research, and business practice integration and aim to foster professionals and future business leaders for enterprises.","The College of Business at National Taipei University prides itself on the quality and excellence of its faculty and educational programs. As a leading business school in Taiwan, our aim is to increase understanding of complex business concepts and share knowledge with our students, business partners and the international academic community. Our focus in international business means that we can help Taiwan's businesses and industry compete in a rapidly globalizing market, producing graduates who are at ease with decision making and equipped with ethical, practical and relevant business knowledge. At the College, we try to ensure that students are involved in their learning experiences, by promoting the concept of student-generated content across all programs and disciplines. As such, our College consistently attracts local students who have scored in the top 10% on National Entrance Exams, We continually undertake projects to further internationalize our student body. International and overseas student numbers have increased year after year. We continue to strive to further enhance the international reputation, and therefore the educational environment of the College and University."
416,https://www.aacsb.edu/accredited/n/national-taipei-university-of-technology,National Taipei University of Technology,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Taipei%20University%20of%20Technology.png,Public,"10,284",Fully Face-to-Face,https://cmgt.ntut.edu.tw/index.php?Lang=en,"National Taipei University of Technology
College of Management
Room 841, 8th Floor Technology & Research Building,
No.1, Sec. 3, Zhongxiao E. Rd, Da'an District
Taipei City , Taiwan
10608 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Business Management,
Industrial and Engineering Management,
Information and Finance Management","Business Administration,
Business Management,
Financial Technology,
Industrial and Engineering Management,
Information and Finance Management","Business Management,
Industrial and Engineering Management","Evenings and Weekends
Full-Time","Cultivate innovative management personnel who possess literacy in both technology and the humanities through academic research, industry–academia interaction, and practical curricula based on the principle that theory and practice are equally important.","The College of Management (CM) at Taipei Tech is one of its six colleges. It was planned and approved by the Ministry of Education in 1998 and formally established in 1999. CM passed ISO 9001 certification in September 2000.  The major subunits are Department of Industrial Engineering and Management (IEM), Department of Business Management (BM), and Department of Information and Finance Management (IFM). Each of these three departments has an undergraduate and a graduate program, whereas the Department of IEM has its own PhD program. Both IMBA and IMFI programs are taught in English, they are specially designed for international students. EMBA program was first offered in 2006, it is designed for students from management level. In addition, CM has an independent PhD program directed by the dean.  CM has a total of 2,163 students, 18 full-time staff, and 140 faculty members in the 2020 academic year."
417,https://www.aacsb.edu/accredited/n/national-taiwan-university,National Taiwan University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Taiwan%20University.png,Public,"33,494",Fully Face-to-Face,http://management.ntu.edu.tw/,"National Taiwan University
College of Management
No 85. Section 4, Roosevelt Road
Taipei City , Taiwan
10600 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Accounting,
Business Administration,
Finance,
Information Management,
International Business","Accounting,
Business Administration,
Entrepreneurship and Innovation,
Finance,
General Business,
General Business Administration,
Information Management,
International Business","Accounting,
Business Administration,
Finance,
Information Management,
International Business","1 Year
Evenings and Weekends
Full-Time
Part-Time","The mission of the College is to cultivate the academic and business sectors through a high-quality ecosystem which facilitates learning and innovation. These enhanced impacts include: Educational Impact Academic Impact International Impact Industrial Impact Social Impact. The Core Values (TAIDA) are Teamwork, Accountability, Integrity, Diligence, and Ambition & Vision.","NTU management education first begins since 1948 at the Department of Business Administration, which changed to the College of Management in 1987, followed by rapid growth due to hardworking of all former deans. As of today, the College consists of the Departments and Graduate Institutes of Business Administration, Accounting, Finance, International Business, and Information Management, as well as EMBA, Global MBA, and EiMBA.   Our College has the faculty that are the best in the country and on par with the first class in the world, and currently employed 113 full-time instructors, most of whom hold degrees from celebrity institutes like Stanford, Yale, MIT, University of Chicago, Penn, and Northwest. In the aspect of academic research, instructors at our College of Management publish more than 100 articles every year on international journals indexed by the SSCI and SCI, thus firmly anchor NTU College of Management among the international academic community. Currently, the total number of students is about 3,700, all of whom are the elites in all disciplines in Taiwan.  As an effort to expedite international academic exchange and to pursue multiple international development projects, NTU has established the Office of International Affairs in 2004. Soon after, the all-English environment Global MBA Program is launched in 2006. In 2010, for the first time, our College is accredited by the Association to Advance Collegiate Schools of Business (AACSB) specifically in terms of our international business management education quality. The College initiates its full-fledged international development efforts, by entering into double-degree protocols with 5 universities and partner-university based collaborations with 98 schools. In January 2016, our College once again receives AACSB accreditation. In addition to the honor of winning the prestigious 2017 Five Palm Award of Eduniversal, a European higher education rating institute (we are the only College in Taiwan winning the Award for 8 consecutive years), our College is also rated number 9 in Asia by international deans’ recommendation list. Our achievements in all aspects have greatly increased our status in the world; we always aim for higher excellence."
418,https://www.aacsb.edu/accredited/n/national-taiwan-university-of-science-and-technology,National Taiwan University of Science and Technology,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Taiwan%20University%20of%20Science%20and%20Technology.png,Public,"11,648",Fully Face-to-Face,http://www.management.ntust.edu.tw/,"National Taiwan University of Science and Technology
School of Management
43 Keelung Road, Section 4
Taipei City , Taiwan
00106 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,"Finance and Technology Management,
Information Systems and Technology,
Strategy/Human Resources,
Supply Chain/Logistics","Finance and Accounting,
Information Systems and Technology,
Innovation and Entrepreneurship,
International Business/Innovation,
Management,
Organizational Behavior/Strategy,
Supply Chain/Logistics","financial engineering, corporate finance, investment, behavioral finance,,
Information Systems and Technology,
Organizational Behavior/Strategy,
Supply Chain/Logistics","Evenings and Weekends
Full-Time","The Taiwan Tech School of Management aspires to build technology leaders for the future. We will achieve this through high quality education and engaged research; productive partnerships with industry, government and the community in pursuit of sustainable business growth and development, innovation and corporate social responsibility; and prepare graduates’ readiness for professional careers in technology and management, and global responsible citizenship.","The School of Management (SOM), founded in 1998 is currently the only business/management school within a technology university that has both AACSB and EQUIS international accreditations in Taiwan.  SOM offers of management degrees in all levels: undergraduate, masters (specialist), MBA and PhD which are spread out among the Departments of Industrial Management, Business Administration, Information Management, as well as the Graduate Institutes of Finance and Technology Management.  Students at SOM will learn from the most innovative business educators in Taiwan who are at the forefront of academic knowledge and will challenge their thinking throughout the period of their studies.  Students have many opportunities to apply their academic knowledge through internships and industry projects as SOM is known for strong links with the business world.  SOM is located in the heart of Taipei City where most big companies are based, and easily accessible via public transportation such as MRT and buses. This safe, convenient, and politically-stable environment makes SOM the top choice for students and all its stakeholders."
419,https://www.aacsb.edu/accredited/n/national-tsing-hua-university,National Tsing Hua University,https://my.aacsb.edu/Portals/0/assets/images/contact/National%20Tsing%20Hua%20University.png,Public,"15,887",,http://www.nthu.edu.tw/,"National Tsing Hua University
College of Technology Management
No 101, Section 2, Kuang-Fu Road
Hsinchu City , Taiwan
30013 , Taiwan", Taiwan,,"Undergraduate,
 Master's,
 Doctoral",Business,,,,,"College of Technology Management (CTM) devotes its efforts to accomplish the mission of cultivating business leaders and managerial talent who serve our economy and industries with integrity.  To accomplish our mission, we are committed to:  - Cultivating managerial talent and future business leaders with interdisciplinary and fundamental education  - Advancing state-of-the-art knowledge through solid researches in technology management and business-related areas  - Serving as the bridge between the university and industries by reinforcing industrial collaboration.","Founded in 2000, the College of Technology Management (CTM) is the first of its kind in Taiwan. Benefiting from National Tsing Hua University's strength in science and engineering, CTM aims to integrate such strength with vigorous corporate connections and solid management curriculum and is widely recognized as a leading incubator for future leaders.  CTM is an interdisciplinary business school. As of 2018, CTM has more than 80 full-time faculty members, 2000 students and accumulated alumni 6000."
